Boat Type Main,Length,Width,Material,Boat Condition,Engine Type,Country,Price_Range_€,Price_Eur,N. views 7d grouped,N. views last 7d,Age Group,Year Built,F1
Classic,6,2,Wood,Used boat,Unknown,Switzerland,lower_50K,43200,Very High (171-1000),546,1900-1975,1969,221
Sport Boat,6,2,GRP,Used boat,Unknown,Switzerland,lower_50K,5664,Very High (171-1000),543,1976-1990,1980,222
Sport Boat,5,2,GRP,Used boat,Unknown,Switzerland,lower_50K,19190.4,Very High (171-1000),540,2001-2010,2008,223
Fishing Boat,6,2,Steel,Used boat,Unknown,Switzerland,lower_50K,14400,Very High (171-1000),540,1976-1990,1989,224
Sport Boat,8,3,GRP,Used boat,Unknown,Switzerland,lower_50K,26400,Very High (171-1000),540,1991-2000,1992,225
Motor Yacht,10,3,GRP,Used boat,Unknown,Germany,50K-150K,79000,Very High (171-1000),539,2001-2010,2008,226
House Boat,10,4,Unknown,Used boat,Unknown,Germany,50K-150K,115000,Very High (171-1000),539,2016-2020,2019,227
Sport Boat,7,2,GRP,Used boat,Unknown,Switzerland,lower_50K,13920,Very High (171-1000),538,1991-2000,1990,228
Sport Boat,9,3,GRP,Used boat,Unknown,Switzerland,lower_50K,21120,Very High (171-1000),537,1976-1990,1989,229
Motor Yacht,9,3,GRP,Used boat,Unknown,Switzerland,50K-150K,60000,Very High (171-1000),535,2001-2010,2004,230
Sport Boat,9,3,GRP,Used boat,Unknown,Switzerland,lower_50K,46800,Very High (171-1000),535,2001-2010,2002,231
Flybridge,28,7,GRP,new boat on order,Unknown,United Kingdom,Higher_1M,6264073.95,Very High (171-1000),535,Unknown,2020,232
Cabin Boat,7,2,GRP,Used boat,Unknown,Switzerland,lower_50K,33120,Very High (171-1000),535,2001-2010,2005,233
Classic,7,2,Wood,Used boat,Unknown,Italy,50K-150K,89000,Very High (171-1000),534,1900-1975,1970,234
Runabout,4,2,GRP,Display Model,Unknown,Switzerland,lower_50K,18240,Very High (171-1000),534,2016-2020,2019,235
Classic,6,2,Wood,Used boat,Unknown,Switzerland,50K-150K,57120,Very High (171-1000),531,1900-1975,1963,236
Trawler,12,4,GRP,Used boat,Unknown,Denmark,Higher_1M,4095540,Very High (171-1000),530,1976-1990,1976,237
Sport Boat,9,3,GRP,new boat from stock,Unknown,Switzerland,50K-150K,138500,Very High (171-1000),529,Unknown,2020,238
Bowrider,6,2,GRP,Used boat,Unknown,Switzerland,lower_50K,36288,Very High (171-1000),529,2016-2020,2015,239
Center console boat,6,2,GRP,new boat on order,Unknown,Switzerland,lower_50K,12672,Very High (171-1000),528,Unknown,2020,240
Water ski,6,2,GRP,Used boat,Unknown,Switzerland,lower_50K,9599.04,Very High (171-1000),528,1991-2000,1992,241
Motor Yacht,9,3,GRP,Used boat,Unknown,Croatia,lower_50K,24900,Very High (171-1000),527,1991-2000,1997,242
Motor Yacht,10,3,GRP,Used boat,Unknown,Spain,lower_50K,15900,Very High (171-1000),527,1976-1990,1989,243
Classic,10,3,GRP,Used boat,Unknown,Switzerland,300K-1M,374400,Very High (171-1000),527,2001-2010,2008,244
Hardtop,6,2,GRP,Used boat,Unknown,Switzerland,lower_50K,21120,Very High (171-1000),527,2001-2010,2001,245
Flybridge,12,4,GRP,Used boat,Unknown,Switzerland,50K-150K,56640,Very High (171-1000),526,1991-2000,1994,246
Cabin Boat,7,3,GRP,Used boat,Unknown,Germany,lower_50K,13300,Very High (171-1000),525,1976-1990,1980,247
House Boat,15,4,Steel,Used boat,Unknown,Switzerland,150K-300K,288000,Very High (171-1000),525,2001-2010,2002,248
House Boat,12,4,Plastic,Used boat,Unknown,Germany,50K-150K,129000,Very High (171-1000),525,2016-2020,2019,249
Motor Yacht,18,5,Steel,Used boat,Unknown,France,150K-300K,225000,Very High (171-1000),524,1991-2000,1999,250
Cabin Boat,7,2,GRP,Used boat,Unknown,Germany,lower_50K,14990,Very High (171-1000),523,1991-2000,1990,251
Sport Boat,6,2,GRP,new boat from stock,Unknown,Switzerland,lower_50K,33984,Very High (171-1000),522,Unknown,2020,252
Runabout,6,2,Wood,Used boat,Unknown,Germany,lower_50K,29500,Very High (171-1000),520,1900-1975,1971,253
Sport Boat,10,3,GRP,new boat from stock,Unknown,Switzerland,300K-1M,318743.04,Very High (171-1000),520,Unknown,2021,254
Mega Yacht,9,3,GRP,Used boat,Unknown,Germany,lower_50K,39900,Very High (171-1000),518,1991-2000,1991,255
Classic,6,2,Wood,Used boat,Unknown,Switzerland,lower_50K,41280,Very High (171-1000),517,1900-1975,1969,256
Sport Boat,8,3,GRP,Used boat,Unknown,Switzerland,50K-150K,100800,Very High (171-1000),517,2016-2020,2017,257
Cabin Boat,7,3,GRP,Used boat,Unknown,Germany,lower_50K,29000,Very High (171-1000),516,2001-2010,2004,258
Sport Boat,7,3,Plastic,Used boat,Unknown,Switzerland,lower_50K,49950,Very High (171-1000),513,2001-2010,2007,259
Motor Yacht,9,3,GRP,Used boat,Unknown,Switzerland,lower_50K,43200,Very High (171-1000),513,1991-2000,1995,260
Cabin Boat,6,2,GRP,Used boat,Unknown,Germany,lower_50K,12950,Very High (171-1000),512,1991-2000,1996,261
Fishing Boat,4,2,Thermoplastic,new boat from stock,Unknown,Switzerland,lower_50K,3816,Very High (171-1000),512,Unknown,2020,262
Classic,6,2,Wood,Used boat,Unknown,Switzerland,lower_50K,28704,Very High (171-1000),511,1976-1990,1983,263
Cabin Boat,9,3,GRP,Used boat,Unknown,Germany,lower_50K,24900,Very High (171-1000),508,1991-2000,1992,264
Bowrider,11,3,GRP,Used boat,Unknown,Switzerland,300K-1M,302400,Very High (171-1000),508,2016-2020,2017,265
Sport Boat,6,3,Carbon Fiber,Used boat,Unknown,Poland,lower_50K,41500,Very High (171-1000),507,2001-2010,2008,266
Pilothouse,9,3,GRP,Used boat,Unknown,Switzerland,lower_50K,24000,Very High (171-1000),507,1976-1990,1988,267
Sport Boat,5,2,GRP,Used boat,Unknown,Switzerland,lower_50K,9504,Very High (171-1000),507,1976-1990,1986,268
Cabin Boat,10,3,GRP,Used boat,Unknown,Germany,50K-150K,139000,Very High (171-1000),506,2011-2015,2013,269
Motor Yacht,10,3,GRP,Used boat,Unknown,Germany,lower_50K,35000,Very High (171-1000),503,2001-2010,2001,270
Classic,6,2,GRP,Used boat,Unknown,Switzerland,lower_50K,46560,Very High (171-1000),503,2001-2010,2006,271
Sport Boat,3,1,Wood,Used boat,Unknown,Switzerland,lower_50K,10080,Very High (171-1000),503,2016-2020,2019,272
Cabin Boat,9,3,GRP,Used boat,Unknown,Croatia,lower_50K,31000,Very High (171-1000),502,1991-2000,1999,273
Sport Boat,9,3,GRP,Used boat,Unknown,Italy,lower_50K,35000,Very High (171-1000),501,2001-2010,2006,274
Motor Yacht,12,4,GRP,Used boat,Unknown,Germany,50K-150K,139500,Very High (171-1000),499,2011-2015,2012,275
Cabin Boat,7,2,GRP,Used boat,Unknown,Italy,lower_50K,8500,Very High (171-1000),498,1991-2000,1997,276
Cabin Boat,7,3,GRP,Used boat,Unknown,Switzerland,lower_50K,9580.8,Very High (171-1000),495,1900-1975,1973,277
Sport Boat,6,2,GRP,Used boat,Unknown,Switzerland,lower_50K,22944,Very High (171-1000),494,1991-2000,1992,278
Sport Boat,7,3,GRP,Used boat,Unknown,Switzerland,50K-150K,56640,Very High (171-1000),493,2011-2015,2013,279
Cabin Boat,8,3,GRP,Used boat,Unknown,Germany,lower_50K,42300,Very High (171-1000),491,2001-2010,2003,280
Sport Boat,6,2,GRP,Used boat,Unknown,Germany,lower_50K,7500,Very High (171-1000),490,1991-2000,1995,281
Sport Boat,8,3,GRP,Used boat,Unknown,Switzerland,lower_50K,24000,Very High (171-1000),489,1991-2000,1994,282
Motor Yacht,6,2,GRP,Used boat,Unknown,Switzerland,lower_50K,6528,Very High (171-1000),489,1976-1990,1981,283
Cabin Boat,7,3,Plastic,Used boat,Unknown,Switzerland,lower_50K,33600,Very High (171-1000),488,2001-2010,2003,284
Bowrider,7,3,GRP,Used boat,Unknown,Germany,lower_50K,28500,Very High (171-1000),487,2001-2010,2003,285
Sport Boat,8,3,GRP,Used boat,Unknown,Switzerland,lower_50K,46080,Very High (171-1000),486,1991-2000,1999,286
Sport Boat,7,3,GRP,Used boat,Unknown,Switzerland,lower_50K,36480,Very High (171-1000),486,2001-2010,2002,287
Sport Boat,7,3,GRP,Used boat,Unknown,Switzerland,lower_50K,24950.4,Very High (171-1000),485,2001-2010,2006,288
Sport Boat,9,3,GRP,Used boat,Unknown,Switzerland,50K-150K,88800,Very High (171-1000),485,2001-2010,2006,289
Sport Boat,6,3,GRP,Used boat,Unknown,Switzerland,lower_50K,24480,Very High (171-1000),483,2001-2010,2001,290
Hardtop,13,4,GRP,Used boat,Unknown,Croatia,150K-300K,235000,Very High (171-1000),482,2016-2020,2017,291
Hardtop,11,3,GRP,Used boat,Unknown,Switzerland,300K-1M,364320,Very High (171-1000),481,2016-2020,2017,292
Motor Yacht,10,3,GRP,Used boat,Unknown,Italy,lower_50K,50000,Very High (171-1000),479,2001-2010,2002,293
Motor Yacht,8,3,GRP,Used boat,Unknown,Germany,50K-150K,58000,Very High (171-1000),478,2001-2010,2001,294
Cabin Boat,12,4,GRP,Used boat,Unknown,Germany,50K-150K,115000,Very High (171-1000),478,2001-2010,2001,295
Working Boat,39,10,Steel,Used boat,Unknown,Italy,lower_50K,50000,Very High (171-1000),477,1900-1975,1971,296
Wakeboard/Wakesurf,7,3,GRP,Used boat,Unknown,Switzerland,50K-150K,117024,Very High (171-1000),476,Unknown,2020,297
Offshore Boat,12,2,GRP,Used boat,Unknown,Switzerland,50K-150K,115000,Very High (171-1000),476,2001-2010,2000,298
Sport Boat,6,2,GRP,Used boat,Unknown,Switzerland,lower_50K,15264,Very High (171-1000),476,1991-2000,1993,299
House Boat,13,3,Steel,Used boat,Unknown,France,lower_50K,47040,Very High (171-1000),475,1900-1975,1938,300
Cabin Boat,12,3,GRP,Used boat,Unknown,Germany,lower_50K,36000,Very High (171-1000),475,1976-1990,1988,301
Cabin Boat,7,3,GRP,Used boat,Unknown,Switzerland,lower_50K,18912,Very High (171-1000),475,1976-1990,1977,302
Cabin Boat,9,3,Steel,Used boat,Unknown,Netherlands,lower_50K,9500,Very High (171-1000),475,1976-1990,1978,303
Catamaran,6,2,Aluminium,Used boat,Unknown,Switzerland,lower_50K,3456,Very High (171-1000),474,1991-2000,1999,304
Sport Boat,10,3,GRP,new boat on order,Unknown,Switzerland,150K-300K,191520,Very High (171-1000),474,Unknown,2020,305
Cabin Boat,11,4,Unknown,Used boat,Unknown,Italy,50K-150K,75000,Very High (171-1000),472,2001-2010,2006,306
Motor Yacht,10,3,GRP,Used boat,Unknown,Switzerland,50K-150K,91200,Very High (171-1000),471,2001-2010,2003,307
Flybridge,12,4,GRP,Used boat,Unknown,Switzerland,50K-150K,148800,Very High (171-1000),471,2001-2010,2003,308
House Boat,14,4,Steel,Used boat,Unknown,Sweden,150K-300K,225000,Very High (171-1000),471,1991-2000,1998,309
Flybridge,12,4,GRP,Used boat,Unknown,Italy,150K-300K,156000,Very High (171-1000),469,2001-2010,2006,310
Sport Boat,6,3,Plastic,Used boat,Unknown,Switzerland,lower_50K,19190.4,Very High (171-1000),468,1991-2000,1999,311
Fishing Boat,6,2,GRP,Used boat,Unknown,Switzerland,lower_50K,6624,Very High (171-1000),467,1976-1990,1985,312
Hardtop,9,3,GRP,Used boat,Unknown,Germany,lower_50K,39000,Very High (171-1000),467,1991-2000,1991,313
Flybridge,10,3,GRP,Used boat,Unknown,Switzerland,50K-150K,129120,Very High (171-1000),467,2001-2010,2001,314
Pilothouse,7,2,GRP,Used boat,Unknown,Switzerland,lower_50K,21120,Very High (171-1000),466,2001-2010,2006,315
Pilothouse,8,3,GRP,Used boat,Unknown,Switzerland,50K-150K,78720,Very High (171-1000),466,2011-2015,2014,316
Fishing Boat,5,2,GRP,Used boat,Unknown,Switzerland,lower_50K,10080,Very High (171-1000),465,2011-2015,2011,317
Motor Yacht,13,4,GRP,Used boat,Unknown,Portugal,50K-150K,125000,Very High (171-1000),464,1991-2000,1999,318
House Boat,18,8,Steel,new boat on order,Unknown,Russia,300K-1M,550000,Very High (171-1000),464,Unknown,2021,319
Bowrider,5,2,Thermoplastic,new boat from stock,Unknown,Switzerland,lower_50K,7828.799999999999,Very High (171-1000),462,Unknown,2020,320
Cabin Boat,9,3,Plastic,Used boat,Unknown,Switzerland,lower_50K,40320,Very High (171-1000),462,1991-2000,1993,321
Classic,6,2,Wood,Used boat,Unknown,Switzerland,50K-150K,76704,Very High (171-1000),462,1976-1990,1986,322
Cabin Boat,9,3,GRP,Used boat,Unknown,Italy,lower_50K,39500,Very High (171-1000),461,2001-2010,2006,323
Flybridge,11,4,GRP,Used boat,Unknown,Switzerland,50K-150K,69120,Very High (171-1000),460,1976-1990,1985,324
Bowrider,5,2,GRP,Used boat,Unknown,Switzerland,lower_50K,21600,Very High (171-1000),460,1991-2000,1995,325
Sport Boat,6,2,GRP,Used boat,Unknown,Switzerland,lower_50K,8544,Very High (171-1000),460,1976-1990,1982,326
House Boat,24,4,Steel,Used boat,Unknown,Netherlands,lower_50K,9850,Very High (171-1000),459,1900-1975,1926,327
Hardtop,12,3,GRP,new boat from stock,Unknown,Switzerland,300K-1M,417417,Very High (171-1000),459,Unknown,2020,328
Sport Boat,6,2,GRP,Used boat,Unknown,Switzerland,lower_50K,21984,Very High (171-1000),457,2001-2010,2004,329
Motor Yacht,9,3,GRP,Used boat,Unknown,Switzerland,lower_50K,28320,Very High (171-1000),457,1976-1990,1989,330
Motor Yacht,12,3,GRP,Used boat,Unknown,Croatia,lower_50K,40000,Very High (171-1000),457,1991-2000,1994,331
Sport Boat,8,3,GRP,Used boat,Unknown,Switzerland,50K-150K,92160,Very High (171-1000),457,2001-2010,2003,332
Classic,9,3,GRP,Used boat,Unknown,Netherlands,lower_50K,16500,Very High (171-1000),456,1976-1990,1988,333
Sport Boat,8,3,GRP,Used boat,Unknown,Switzerland,50K-150K,76800,Very High (171-1000),455,2001-2010,2000,334
Sport Boat,7,3,Unknown,Used boat,Unknown,Switzerland,lower_50K,27800,Very High (171-1000),455,2001-2010,2003,335
Cabin Boat,8,3,Carbon Fiber,Used boat,Unknown,Italy,lower_50K,15900,Very High (171-1000),455,1991-2000,1990,336
Mega Yacht,39,7,GRP,Used boat,Unknown,Spain,Higher_1M,1500000,Very High (171-1000),454,1991-2000,1994,337
Sport Boat,6,2,GRP,Used boat,Unknown,Italy,lower_50K,12500,Very High (171-1000),452,1991-2000,1994,338
Center console boat,5,2,GRP,Used boat,Unknown,Switzerland,lower_50K,18720,Very High (171-1000),451,1976-1990,1989,339
Sport Boat,9,3,GRP,Used boat,Unknown,Switzerland,lower_50K,16800,Very High (171-1000),451,1991-2000,1991,340
Motor Yacht,9,3,GRP,Display Model,Unknown,Switzerland,150K-300K,176000,Very High (171-1000),449,2016-2020,2019,341
Classic,6,2,Wood,Used boat,Unknown,Switzerland,50K-150K,84480,Very High (171-1000),448,1900-1975,1962,342
Sport Boat,5,2,GRP,Used boat,Unknown,Switzerland,lower_50K,6624,Very High (171-1000),448,1991-2000,1994,343
Pilothouse,8,3,GRP,Used boat,Unknown,Switzerland,lower_50K,33600,Very High (171-1000),448,1991-2000,1991,344
Motor Yacht,6,2,Unknown,Used boat,Unknown,Italy,lower_50K,5900,Very High (171-1000),447,1991-2000,1990,345
Sport Boat,7,3,GRP,Used boat,Unknown,Germany,50K-150K,53900,Very High (171-1000),445,2016-2020,2017,346
Cabin Boat,15,4,Steel,Used boat,Unknown,Germany,lower_50K,45000,Very High (171-1000),444,1900-1975,1912,347
Cabin Boat,8,3,GRP,Used boat,Unknown,Switzerland,50K-150K,66240,Very High (171-1000),444,2011-2015,2014,348
Classic,6,2,GRP,Used boat,Unknown,Serbia,lower_50K,12000,Very High (171-1000),442,1991-2000,1990,349
Cabin Boat,8,3,GRP,Used boat,Unknown,Switzerland,lower_50K,37920,Very High (171-1000),441,2001-2010,2000,350
Classic,11,4,Wood,Used boat,Unknown,Germany,lower_50K,36500,Very High (171-1000),440,1900-1975,1948,351
Motor Yacht,13,4,GRP,Used boat,Unknown,Italy,50K-150K,139000,Very High (171-1000),439,2001-2010,2006,352
Pilothouse,8,2,GRP,Used boat,Unknown,Switzerland,lower_50K,9504,Very High (171-1000),439,1976-1990,1979,353
Pilothouse,6,2,GRP,Used boat,Unknown,Switzerland,lower_50K,11520,Very High (171-1000),437,1900-1975,1972,354
Pontoon Boat,7,2,Unknown,Used boat,Unknown,Switzerland,lower_50K,13440,Very High (171-1000),436,1991-2000,1991,355
Flybridge,12,4,GRP,Used boat,Unknown,Netherlands,50K-150K,99000,Very High (171-1000),436,1991-2000,1999,356
Cabin Boat,7,3,GRP,Used boat,Unknown,Switzerland,lower_50K,14208,Very High (171-1000),436,1976-1990,1984,357
Motor Yacht,10,4,GRP,Used boat,Unknown,Germany,50K-150K,57500,Very High (171-1000),436,1991-2000,1991,358
Bowrider,8,3,GRP,Used boat,Unknown,Spain,50K-150K,88000,Very High (171-1000),435,2016-2020,2016,359
Bowrider,6,2,GRP,new boat from stock,Unknown,Switzerland,lower_50K,13920,Very High (171-1000),434,Unknown,2020,360
Wakeboard/Wakesurf,6,3,GRP,Used boat,Unknown,Switzerland,50K-150K,75648,Very High (171-1000),434,2016-2020,2019,361
Classic,7,2,Wood,Used boat,Unknown,Germany,lower_50K,15000,Very High (171-1000),434,1900-1975,1950,362
Motor Yacht,13,4,GRP,Used boat,Unknown,Germany,150K-300K,254000,Very High (171-1000),434,2001-2010,2005,363
Motor Yacht,10,3,GRP,Used boat,Unknown,Italy,50K-150K,75000,Very High (171-1000),434,2001-2010,2004,364
Sport Boat,8,2,GRP,new boat from stock,Unknown,Switzerland,150K-300K,152265,Very High (171-1000),433,Unknown,2020,365
Cabin Boat,8,3,GRP,Used boat,Unknown,Austria,lower_50K,9990,Very High (171-1000),433,1976-1990,1979,366
Motor Yacht,9,3,GRP,new boat from stock,Unknown,Switzerland,50K-150K,110000,Very High (171-1000),433,2016-2020,2019,367
Cabin Boat,7,3,GRP,Used boat,Unknown,Switzerland,50K-150K,67104,Very High (171-1000),432,2016-2020,2017,368
Cabin Boat,8,2,GRP,Used boat,Unknown,Germany,lower_50K,16500,Very High (171-1000),432,1991-2000,1994,369
Sport Boat,10,3,GRP,Used boat,Unknown,Germany,50K-150K,126900,Very High (171-1000),431,Unknown,2020,370
Sport Boat,18,5,Carbon Fiber,new boat from stock,Unknown,Switzerland,Higher_1M,1285000,Very High (171-1000),431,Unknown,2020,371
Flybridge,11,4,GRP,new boat from stock,Unknown,Poland,50K-150K,149111,Very High (171-1000),431,2016-2020,2019,372
Pilothouse,8,3,GRP,Used boat,Unknown,Switzerland,lower_50K,24768,Very High (171-1000),430,1976-1990,1988,373
Flybridge,13,4,GRP,new boat on order,Unknown,Germany,300K-1M,572200,Very High (171-1000),429,Unknown,2020,374
Fishing Boat,6,3,GRP,Used boat,Unknown,Switzerland,lower_50K,19104,Very High (171-1000),429,1991-2000,1999,375
Sport Boat,8,3,GRP,new boat from stock,Unknown,Switzerland,50K-150K,112320,Very High (171-1000),429,Unknown,2020,376
Motor Yacht,12,3,Steel,Used boat,Unknown,Germany,lower_50K,40000,Very High (171-1000),427,1976-1990,1978,377
Runabout,6,2,Wood,Used boat,Unknown,Switzerland,lower_50K,36384,Very High (171-1000),427,2001-2010,2000,378
Sport Boat,10,3,GRP,new boat from stock,Unknown,Switzerland,300K-1M,389500,Very High (171-1000),425,Unknown,2020,379
Cabin Boat,9,3,GRP,Used boat,Unknown,Germany,lower_50K,20500,Very High (171-1000),424,1976-1990,1981,380
Sport Boat,5,2,GRP,Used boat,Unknown,Switzerland,lower_50K,3744,Very High (171-1000),423,1900-1975,1972,381
Classic,9,3,Wood,Used boat,Unknown,Switzerland,lower_50K,33600,Very High (171-1000),423,1900-1975,1956,382
Wakeboard/Wakesurf,6,2,Unknown,Used boat,Unknown,France,50K-150K,77500,Very High (171-1000),423,2016-2020,2015,383
Bowrider,7,2,Unknown,Used boat,Unknown,Switzerland,lower_50K,44640,Very High (171-1000),423,2016-2020,2017,384
Cabin Boat,9,3,GRP,Used boat,Unknown,Finland,lower_50K,25000,Very High (171-1000),423,1991-2000,1999,385
Motor Yacht,9,3,Unknown,new boat from stock,Unknown,Switzerland,50K-150K,139200,Very High (171-1000),422,Unknown,2021,386
Motor Yacht,6,2,GRP,Used boat,Unknown,Spain,lower_50K,11000,Very High (171-1000),422,2001-2010,2000,387
Flybridge,12,4,Steel,Used boat,Unknown,Switzerland,50K-150K,76800,Very High (171-1000),422,1976-1990,1988,388
Offshore Boat,7,3,GRP,Used boat,Unknown,Switzerland,lower_50K,23520,Very High (171-1000),422,1976-1990,1988,389
Sport Boat,8,3,Unknown,Used boat,Unknown,Spain,lower_50K,38000,Very High (171-1000),422,2016-2020,2015,390
Classic,10,3,Wood,Used boat,Unknown,Switzerland,300K-1M,460800,Very High (171-1000),422,2001-2010,2008,391
Cabin Boat,10,3,GRP,Used boat,Unknown,Croatia,lower_50K,35000,Very High (171-1000),421,2001-2010,2006,392
Cabin Boat,9,3,Steel,Unknown,Diesel,Germany,lower_50K,6990,Very High (171-1000),421,1976-1990,1980,393
Motor Yacht,13,3,GRP,Used boat,Unknown,Croatia,50K-150K,114900,Very High (171-1000),421,2001-2010,2000,394
Sport Boat,8,3,GRP,Used boat,Unknown,Switzerland,lower_50K,24000,Very High (171-1000),420,1991-2000,1992,395
Motor Yacht,15,4,GRP,Used boat,Unknown,Switzerland,150K-300K,187200,Very High (171-1000),420,2001-2010,2008,396
Mega Yacht,30,6,GRP,Used boat,Unknown,Spain,300K-1M,490000,Very High (171-1000),420,1991-2000,1992,397
House Boat,12,3,Steel,Used boat,Unknown,Germany,lower_50K,31000,Very High (171-1000),419,1976-1990,1975,398
Mega Yacht,56,10,Steel,Used boat,Unknown,Greece,Higher_1M,23500000,Very High (171-1000),419,2001-2010,2007,399
Pilothouse,7,3,GRP,Used boat,Unknown,Switzerland,lower_50K,47040,Very High (171-1000),419,2011-2015,2011,400
Trawler,17,5,Steel,Used boat,Unknown,Sweden,Higher_1M,1499000,Very High (171-1000),419,2011-2015,2014,401
Cabin Boat,12,3,Steel,Used boat,Unknown,Netherlands,lower_50K,24995,Very High (171-1000),418,1976-1990,1985,402
Hardtop,10,3,GRP,new boat from stock,Unknown,Switzerland,150K-300K,297115,Very High (171-1000),418,Unknown,2020,403
Sport Boat,6,2,GRP,Used boat,Unknown,Switzerland,lower_50K,9984,Very High (171-1000),418,1976-1990,1984,404
Bowrider,6,3,Carbon Fiber,Used boat,Unknown,Poland,lower_50K,41000,Very High (171-1000),418,2011-2015,2014,405
Cabin Boat,9,3,GRP,Used boat,Unknown,Italy,lower_50K,21500,Very High (171-1000),417,1991-2000,1991,406
Motor Yacht,11,3,Steel,Used boat,Unknown,Germany,lower_50K,19550,Very High (171-1000),417,1976-1990,1975,407
Classic,9,3,GRP,Used boat,Unknown,Switzerland,lower_50K,23520,Very High (171-1000),417,1976-1990,1976,408
Hardtop,14,4,GRP,new boat on order,Unknown,Switzerland,300K-1M,578600,Very High (171-1000),417,Unknown,2020,409
Sport Boat,11,3,Unknown,Used boat,Unknown,Switzerland,50K-150K,62400,Very High (171-1000),415,1976-1990,1988,410
